f_menu,f_name,f_topic,f_ctype,f_buyers,anchor_n2,rank,rec_menu,rec_name,rec_topic,rec_ctype,rec_price,conf_pct,lift,pair_n,same_menu
39852,"내 운명의 연애, 몇 번 남았을까?",연애,점성학,331,265,4,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,4.2,2.12,11,0
26214,그 사람도 날 좋아할까?,연애,타로,331,280,5,21144,(추천할인) 짝사랑 이루어질까?,연애,타로,9000.0,2.9,70.0,8,0
39852,"내 운명의 연애, 몇 번 남았을까?",연애,점성학,331,265,5,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,4.2,1.93,11,0
42028,(미상:42028),학업직업,사주,322,215,1,2202,사주로 보는 직업운,학업직업,사주,1500.0,9.8,7.75,21,0
42028,(미상:42028),학업직업,사주,322,215,2,2425,이달의 합격운,학업직업,사주,3000.0,7.4,27.83,16,0
42028,(미상:42028),학업직업,사주,322,215,3,41764,(미상:41764),연애,사주,,5.6,12.28,12,0
42028,(미상:42028),학업직업,사주,322,215,4,36510,(미상:36510),학업직업,사주,,5.1,39.95,11,0
42028,(미상:42028),학업직업,사주,322,215,5,43685,[창광] 25년 을사년 직업운과 합격운,학업직업,사주,18000.0,4.7,17.04,10,0
18725,헤어진 연인과의 재회 확률,연애,진단,311,187,1,400,다시 만날 수 있을까,연애,타로,1500.0,15.0,3.67,28,0
18725,헤어진 연인과의 재회 확률,연애,진단,311,187,2,18726,그 사람과 왜 헤어지게 된 걸까?,연애,진단,7500.0,7.0,126.66,13,0
18725,헤어진 연인과의 재회 확률,연애,진단,311,187,3,2142,재회확률 높이는 법,연애,타로,1500.0,6.4,3.13,12,0
18725,헤어진 연인과의 재회 확률,연애,진단,311,187,4,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,5.3,3.39,10,0
18725,헤어진 연인과의 재회 확률,연애,진단,311,187,5,18104,전연인 어떻게 지낼까 + 재회확률 높이는 법,연애,타로,3000.0,4.3,5.61,8,0
16426,좋아하는 그 사람의 속마음은?,연애,타로,310,287,1,16426,좋아하는 그 사람의 속마음은?,연애,타로,10500.0,25.4,61.06,73,1
16426,좋아하는 그 사람의 속마음은?,연애,타로,310,287,2,2141,그 사람의 속마음,연애,타로,1500.0,11.5,2.23,33,0
16426,좋아하는 그 사람의 속마음은?,연애,타로,310,287,3,20320,(추천할인) 우리 사귈 수 있을까?: 사귈 확률 계산기,연애,타로,9000.0,5.6,16.64,16,0
16426,좋아하는 그 사람의 속마음은?,연애,타로,310,287,4,19688,그 사람을 유혹할 3번의 기회_추천할인,연애,타로,6000.0,3.8,97.26,11,0
16426,좋아하는 그 사람의 속마음은?,연애,타로,310,287,5,26214,그 사람도 날 좋아할까?,연애,타로,15000.0,3.5,8.45,10,0
18646,그 사람 나랑 '어디까지' 상상해봤을까?,연애,타로,309,262,1,2141,그 사람의 속마음,연애,타로,1500.0,12.2,2.37,32,0
18646,그 사람 나랑 '어디까지' 상상해봤을까?,연애,타로,309,262,2,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,5.3,3.21,14,0
18646,그 사람 나랑 '어디까지' 상상해봤을까?,연애,타로,309,262,3,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,4.2,1.95,11,0
18646,그 사람 나랑 '어디까지' 상상해봤을까?,연애,타로,309,262,4,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,3.1,2.65,8,0
18646,그 사람 나랑 '어디까지' 상상해봤을까?,연애,타로,309,262,5,2503,그 사람이 보는 내 이미지,연애,타로,1500.0,3.1,8.68,8,0
34575,절대로 놓치면 안 될 결혼 상대와 시기는?,결혼,사주,296,222,1,32788,[추천] 내 사주에 연애 상대 몇 명 있을까?_상대와 시기,연애,사주,24000.0,22.1,227.29,49,0
34575,절대로 놓치면 안 될 결혼 상대와 시기는?,결혼,사주,296,222,2,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,3.6,2.1,8,0
34575,절대로 놓치면 안 될 결혼 상대와 시기는?,결혼,사주,296,222,3,30875,내 사주 배우자 궁(宮)에 있는 사람은?,연애,사주,27000.0,3.6,11.85,8,0
34575,절대로 놓치면 안 될 결혼 상대와 시기는?,결혼,사주,296,222,4,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,21000.0,2.7,3.2,6,0
34575,절대로 놓치면 안 될 결혼 상대와 시기는?,결혼,사주,296,222,5,26502,사주로 보는 결혼수: 나는 언제 결혼할까?,결혼,사주,27000.0,2.3,5.56,5,0
43249,"사주 직업 컨설팅: 사업, 직장, 업종",학업직업,사주,293,192,1,2202,사주로 보는 직업운,학업직업,사주,1500.0,10.4,8.27,20,0
43249,"사주 직업 컨설팅: 사업, 직장, 업종",학업직업,사주,293,192,2,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,4.2,2.43,8,0
43249,"사주 직업 컨설팅: 사업, 직장, 업종",학업직업,사주,293,192,3,2165,사주로 보는 재물운,재물금전,사주,1500.0,4.2,5.7,8,0
43249,"사주 직업 컨설팅: 사업, 직장, 업종",학업직업,사주,293,192,4,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,3.6,1.86,7,0
43249,"사주 직업 컨설팅: 사업, 직장, 업종",학업직업,사주,293,192,5,43216,2025년 신년운세 보고서,총운,사주,37500.0,3.1,3.84,6,0
21734,그 사람 속마음 [심화],연애,타로,289,245,1,2141,그 사람의 속마음,연애,타로,1500.0,7.3,1.43,18,0
21734,그 사람 속마음 [심화],연애,타로,289,245,2,21734,그 사람 속마음 [심화],연애,타로,18000.0,5.3,23.86,13,1
21734,그 사람 속마음 [심화],연애,타로,289,245,3,20320,(추천할인) 우리 사귈 수 있을까?: 사귈 확률 계산기,연애,타로,9000.0,4.9,14.62,12,0
21734,그 사람 속마음 [심화],연애,타로,289,245,4,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,4.1,2.45,10,0
21734,그 사람 속마음 [심화],연애,타로,289,245,5,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,3.7,3.18,9,0
43684,[창광] 25년 을사년 재물운과 문서운,재물금전,사주,283,171,1,43216,2025년 신년운세 보고서,총운,사주,37500.0,11.1,13.64,19,0
43684,[창광] 25년 을사년 재물운과 문서운,재물금전,사주,283,171,2,43683,[창광] 25년 을사년 사랑운과 인연운,연애,사주,18000.0,7.6,12.36,13,0
43684,[창광] 25년 을사년 재물운과 문서운,재물금전,사주,283,171,3,43684,[창광] 25년 을사년 재물운과 문서운,재물금전,사주,18000.0,7.0,39.26,12,1
43684,[창광] 25년 을사년 재물운과 문서운,재물금전,사주,283,171,4,43685,[창광] 25년 을사년 직업운과 합격운,학업직업,사주,18000.0,5.8,21.42,10,0
43684,[창광] 25년 을사년 재물운과 문서운,재물금전,사주,283,171,5,43686,"[창광] 신년운세 통합본 ""2025년 을사년""",총운,사주,63000.0,5.3,20.0,9,0
48332,🪡6개월 내 반드시 만나게 될: 붉은 실 인연🧶,연애,?,274,216,1,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,7.4,5.75,16,0
48332,🪡6개월 내 반드시 만나게 될: 붉은 실 인연🧶,연애,?,274,216,2,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,6.5,3.74,14,0
48332,🪡6개월 내 반드시 만나게 될: 붉은 실 인연🧶,연애,?,274,216,3,49255,내 팔자에 새겨진 천년배필,연애,?,21000.0,5.6,6.15,12,0
48332,🪡6개월 내 반드시 만나게 될: 붉은 실 인연🧶,연애,?,274,216,4,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,4.2,1.94,9,0
48332,🪡6개월 내 반드시 만나게 될: 붉은 실 인연🧶,연애,?,274,216,5,2141,그 사람의 속마음,연애,타로,1500.0,3.7,0.72,8,0
2273,전생 알아보기,자기탐구,점성학,271,205,1,2141,그 사람의 속마음,연애,타로,1500.0,4.4,0.85,9,0
2273,전생 알아보기,자기탐구,점성학,271,205,2,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,3.9,2.25,8,0
2273,전생 알아보기,자기탐구,점성학,271,205,3,19324,손금으로 보는 내 전생,자기탐구,사주,3000.0,3.4,16.85,7,0
2273,전생 알아보기,자기탐구,점성학,271,205,4,2273,전생 알아보기,자기탐구,점성학,1500.0,3.4,13.4,7,1
2273,전생 알아보기,자기탐구,점성학,271,205,5,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,3.4,1.59,7,0
42029,(미상:42029),재물금전,사주,270,149,1,41764,(미상:41764),연애,사주,,6.7,14.76,10,0
42029,(미상:42029),재물금전,사주,270,149,2,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,18000.0,6.0,11.82,9,0
42029,(미상:42029),재물금전,사주,270,149,3,2165,사주로 보는 재물운,재물금전,사주,1500.0,5.4,7.35,8,0
42029,(미상:42029),재물금전,사주,270,149,4,43249,"사주 직업 컨설팅: 사업, 직장, 업종",학업직업,사주,18000.0,4.0,17.55,6,0
42029,(미상:42029),재물금전,사주,270,149,5,2202,사주로 보는 직업운,학업직업,사주,1500.0,4.0,3.2,6,0
2425,이달의 합격운,학업직업,사주,263,136,1,2155,이달의 취업운은 어떨까?,학업직업,타로,1500.0,14.7,78.57,20,0
2425,이달의 합격운,학업직업,사주,263,136,2,2250,면접 합격할 수 있을까?,학업직업,타로,1500.0,14.7,121.5,20,0
2425,이달의 합격운,학업직업,사주,263,136,3,536,시험 잘 볼 수 있을까,학업직업,타로,1500.0,5.1,25.94,7,0
2425,이달의 합격운,학업직업,사주,263,136,4,2422,특정 날짜 내 사주 운세,일반운세,사주,1500.0,4.4,20.09,6,0
2425,이달의 합격운,학업직업,사주,263,136,5,2202,사주로 보는 직업운,학업직업,사주,1500.0,2.9,2.34,4,0
24509,내 사주의 연애와 결혼: 운명의 두 사람,연애,사주,243,181,1,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,7.2,4.05,13,0
24509,내 사주의 연애와 결혼: 운명의 두 사람,연애,사주,243,181,2,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,3.9,3.13,7,0
24509,내 사주의 연애와 결혼: 운명의 두 사람,연애,사주,243,181,3,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,3.3,1.91,6,0
24509,내 사주의 연애와 결혼: 운명의 두 사람,연애,사주,243,181,4,2141,그 사람의 속마음,연애,타로,1500.0,2.8,0.54,5,0
24509,내 사주의 연애와 결혼: 운명의 두 사람,연애,사주,243,181,5,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,2.8,1.61,5,0
18104,전연인 어떻게 지낼까 + 재회확률 높이는 법,연애,타로,239,189,1,400,다시 만날 수 있을까,연애,타로,1500.0,50.3,12.32,95,0
18104,전연인 어떻게 지낼까 + 재회확률 높이는 법,연애,타로,239,189,2,2142,재회확률 높이는 법,연애,타로,1500.0,7.9,3.88,15,0
18104,전연인 어떻게 지낼까 + 재회확률 높이는 법,연애,타로,239,189,3,2151,우리가 헤어진 이유,연애,타로,1500.0,6.3,29.68,12,0
18104,전연인 어떻게 지낼까 + 재회확률 높이는 법,연애,타로,239,189,4,2217,그날 헤어지지 않았다면,연애,타로,1500.0,4.8,11.55,9,0
18104,전연인 어떻게 지낼까 + 재회확률 높이는 법,연애,타로,239,189,5,2141,그 사람의 속마음,연애,타로,1500.0,2.1,0.41,4,0
48892,🩵하늘이 맺어준 혼인길 점괘🩵,결혼,?,231,135,1,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,6.7,5.18,9,0
48892,🩵하늘이 맺어준 혼인길 점괘🩵,결혼,?,231,135,2,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,21000.0,5.9,7.01,8,0
48892,🩵하늘이 맺어준 혼인길 점괘🩵,결혼,?,231,135,3,49255,내 팔자에 새겨진 천년배필,연애,?,21000.0,5.9,6.56,8,0
48892,🩵하늘이 맺어준 혼인길 점괘🩵,결혼,?,231,135,4,2141,그 사람의 속마음,연애,타로,1500.0,5.2,1.01,7,0
48892,🩵하늘이 맺어준 혼인길 점괘🩵,결혼,?,231,135,5,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,4.4,3.85,6,0
36510,(미상:36510),학업직업,사주,225,159,1,2202,사주로 보는 직업운,학업직업,사주,1500.0,7.5,5.99,12,0
52621,{{이름}}님의 3번의 결정적 결혼수💍,결혼,?,225,148,1,49255,내 팔자에 새겨진 천년배필,연애,?,21000.0,7.4,8.23,11,0
36510,(미상:36510),학업직업,사주,225,159,2,2425,이달의 합격운,학업직업,사주,3000.0,6.9,25.87,11,0
52621,{{이름}}님의 3번의 결정적 결혼수💍,결혼,?,225,148,2,50312,2025 을사년 하반기 애정운,연애,사주,21750.0,6.8,6.38,10,0
36510,(미상:36510),학업직업,사주,225,159,3,36509,(미상:36509),연애,사주,,6.9,12.02,11,0
52621,{{이름}}님의 3번의 결정적 결혼수💍,결혼,?,225,148,3,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,5.4,4.2,8,0
36510,(미상:36510),학업직업,사주,225,159,4,2422,특정 날짜 내 사주 운세,일반운세,사주,1500.0,3.8,17.19,6,0
52621,{{이름}}님의 3번의 결정적 결혼수💍,결혼,?,225,148,4,22360,사주로 보는 내 결혼 상대는?,결혼,사주,18000.0,4.1,4.28,6,0
36510,(미상:36510),학업직업,사주,225,159,5,42028,(미상:42028),학업직업,사주,,3.1,22.8,5,0
52621,{{이름}}님의 3번의 결정적 결혼수💍,결혼,?,225,148,5,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,21000.0,4.1,4.79,6,0
49882,그 사람의 숨겨진 진짜 속마음 💟,연애,?,224,181,1,2141,그 사람의 속마음,연애,타로,1500.0,18.2,3.54,33,0
49882,그 사람의 숨겨진 진짜 속마음 💟,연애,?,224,181,2,49882,그 사람의 숨겨진 진짜 속마음 💟,연애,?,2250.0,9.9,20.13,18,1
49882,그 사람의 숨겨진 진짜 속마음 💟,연애,?,224,181,3,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,6.1,5.27,11,0
49882,그 사람의 숨겨진 진짜 속마음 💟,연애,?,224,181,4,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,3.9,2.32,7,0
49882,그 사람의 숨겨진 진짜 속마음 💟,연애,?,224,181,5,400,다시 만날 수 있을까,연애,타로,1500.0,3.9,0.95,7,0
18570,내 인생 언제 필까?: 3번의 기회🔑,일반운세,사주,222,153,1,2202,사주로 보는 직업운,학업직업,사주,1500.0,8.5,6.75,13,0
18570,내 인생 언제 필까?: 3번의 기회🔑,일반운세,사주,222,153,2,2165,사주로 보는 재물운,재물금전,사주,1500.0,5.2,7.16,8,0
18570,내 인생 언제 필까?: 3번의 기회🔑,일반운세,사주,222,153,3,18570,내 인생 언제 필까?: 3번의 기회🔑,일반운세,사주,18000.0,3.9,26.04,6,1
18570,내 인생 언제 필까?: 3번의 기회🔑,일반운세,사주,222,153,4,43216,2025년 신년운세 보고서,총운,사주,37500.0,3.3,4.01,5,0
18570,내 인생 언제 필까?: 3번의 기회🔑,일반운세,사주,222,153,5,20347,내 인생의 귀인 + 운명의 상대는?,연애,사주,30000.0,3.3,9.04,5,0
30940,이 사랑의 결말: 그 사람과 나의 인연,연애,타로,218,185,1,30941,"(추천할인) 그 사람과 나는 미래에 친구일까, 연인일까?",연애,타로,18000.0,8.1,384.08,15,0
30940,이 사랑의 결말: 그 사람과 나의 인연,연애,타로,218,185,2,2141,그 사람의 속마음,연애,타로,1500.0,8.1,1.57,15,0
30940,이 사랑의 결말: 그 사람과 나의 인연,연애,타로,218,185,3,2366,지금 헤어져도 될까,연애,타로,1500.0,4.3,14.36,8,0
30940,이 사랑의 결말: 그 사람과 나의 인연,연애,타로,218,185,4,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,3.2,2.63,6,0
30940,이 사랑의 결말: 그 사람과 나의 인연,연애,타로,218,185,5,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,2.7,1.38,5,0
56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,연애,?,213,140,1,54701,[박향옥 철학관] 추가 질문 1개,결혼,?,3000.0,25.7,139.48,36,0
56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,연애,?,213,140,2,400,다시 만날 수 있을까,연애,타로,1500.0,10.0,2.45,14,0
56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,연애,?,213,140,3,2141,그 사람의 속마음,연애,타로,1500.0,7.1,1.39,10,0
56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,연애,?,213,140,4,49816,재회 사주: 헤어져도 다시 만날 필연,연애,?,27000.0,7.1,9.99,10,0
56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,연애,?,213,140,5,2142,재회확률 높이는 법,연애,타로,1500.0,6.4,3.14,9,0
35701,(미상:35701),연애,사주,203,155,1,2141,그 사람의 속마음,연애,타로,1500.0,9.0,1.75,14,0
35701,(미상:35701),연애,사주,203,155,2,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,5.8,3.27,9,0
35701,(미상:35701),연애,사주,203,155,3,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,4.5,2.6,7,0
35701,(미상:35701),연애,사주,203,155,4,36509,(미상:36509),연애,사주,,4.5,7.85,7,0
35701,(미상:35701),연애,사주,203,155,5,41402,(미상:41402),연애,사주,,2.6,3.04,4,0
16378,짝사랑 이루어질까?,연애,타로,197,174,1,20320,(추천할인) 우리 사귈 수 있을까?: 사귈 확률 계산기,연애,타로,9000.0,21.8,65.2,38,0
16378,짝사랑 이루어질까?,연애,타로,197,174,2,2141,그 사람의 속마음,연애,타로,1500.0,17.2,3.35,30,0
16378,짝사랑 이루어질까?,연애,타로,197,174,3,16378,짝사랑 이루어질까?,연애,타로,9000.0,9.8,41.08,17,1
16378,짝사랑 이루어질까?,연애,타로,197,174,4,26214,그 사람도 날 좋아할까?,연애,타로,15000.0,4.0,9.76,7,0
16378,짝사랑 이루어질까?,연애,타로,197,174,5,18639,걔는 나를 연애 상대로 볼까?,연애,타로,9000.0,3.4,14.67,6,0
2366,지금 헤어져도 될까,연애,타로,192,151,1,2170,우리가 헤어진다면,연애,타로,1500.0,33.8,205.12,51,0
2366,지금 헤어져도 될까,연애,타로,192,151,2,2366,지금 헤어져도 될까,연애,타로,1500.0,4.6,15.39,7,1
2366,지금 헤어져도 될까,연애,타로,192,151,3,2141,그 사람의 속마음,연애,타로,1500.0,4.0,0.77,6,0
2366,지금 헤어져도 될까,연애,타로,192,151,4,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,4.0,3.44,6,0
2366,지금 헤어져도 될까,연애,타로,192,151,5,400,다시 만날 수 있을까,연애,타로,1500.0,4.0,0.97,6,0
18648,내가 관심 있는 거 눈치챘을까?,연애,타로,191,135,1,2141,그 사람의 속마음,연애,타로,1500.0,21.5,4.17,29,0
18648,내가 관심 있는 거 눈치챘을까?,연애,타로,191,135,2,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,8.1,4.89,11,0
18648,내가 관심 있는 거 눈치챘을까?,연애,타로,191,135,3,2449,그 사람과 가까워지는 법,연애,타로,1500.0,8.1,48.25,11,0
18648,내가 관심 있는 거 눈치챘을까?,연애,타로,191,135,4,18646,그 사람 나랑 '어디까지' 상상해봤을까?,연애,타로,1500.0,5.2,17.97,7,0
18648,내가 관심 있는 거 눈치챘을까?,연애,타로,191,135,5,23222,그 사람 나한테 왜 이럴까?,연애,타로,1500.0,5.2,20.82,7,0
32365,(미상:32365),일반운세,사주,185,129,1,2141,그 사람의 속마음,연애,타로,1500.0,3.9,0.75,5,0
32365,(미상:32365),일반운세,사주,185,129,2,24175,도화살 풀이: 내 매력 언제 터질까?,연애,사주,18900.0,3.9,42.37,5,0
32365,(미상:32365),일반운세,사주,185,129,3,33556,(미상:33556),총운,사주,,3.9,11.97,5,0
32365,(미상:32365),일반운세,사주,185,129,4,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,18000.0,3.1,6.07,4,0
32365,(미상:32365),일반운세,사주,185,129,5,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,3.1,1.75,4,0
26893,내 사주의 찐성격과 이상형은?,일반운세,사주,179,105,1,26893,내 사주의 찐성격과 이상형은?,일반운세,사주,4500.0,8.6,17.4,9,1
26893,내 사주의 찐성격과 이상형은?,일반운세,사주,179,105,2,2202,사주로 보는 직업운,학업직업,사주,1500.0,6.7,5.29,7,0
26893,내 사주의 찐성격과 이상형은?,일반운세,사주,179,105,3,18668,사주로 보는 성격유형,자기탐구,사주,9900.0,5.7,16.99,6,0
26893,내 사주의 찐성격과 이상형은?,일반운세,사주,179,105,4,25297,사주로 보는 그 사람의 속마음,연애,사주,18000.0,4.8,9.95,5,0
26893,내 사주의 찐성격과 이상형은?,일반운세,사주,179,105,5,2219,다른 사람이 보는 내 매력과 장점은?,일반운세,타로,1500.0,4.8,17.9,5,0
42031,(미상:42031),총운,사주,178,102,1,41368,(미상:41368),총운,사주,,9.8,32.1,10,0
42031,(미상:42031),총운,사주,178,102,2,43216,2025년 신년운세 보고서,총운,사주,37500.0,5.9,7.22,6,0
42031,(미상:42031),총운,사주,178,102,3,41402,(미상:41402),연애,사주,,4.9,5.78,5,0
42031,(미상:42031),총운,사주,178,102,4,43686,"[창광] 신년운세 통합본 ""2025년 을사년""",총운,사주,63000.0,3.9,14.9,4,0
42031,(미상:42031),총운,사주,178,102,5,25454,인생역전 3대운 풀이: 대운은 언제 들어올까?,일반운세,사주,21000.0,3.9,26.79,4,0
41074,[완결판] 곧 다가올 나의 인생 연애,연애,타로,177,145,1,26245,(추천할인) 1년 뒤 그 사람과 무슨 사이일까?,연애,타로,3600.0,10.3,350.02,15,0
41074,[완결판] 곧 다가올 나의 인생 연애,연애,타로,177,145,2,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,4.8,2.46,7,0
41074,[완결판] 곧 다가올 나의 인생 연애,연애,타로,177,145,3,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,4.8,2.78,7,0
41074,[완결판] 곧 다가올 나의 인생 연애,연애,타로,177,145,4,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,4.1,1.92,6,0
41074,[완결판] 곧 다가올 나의 인생 연애,연애,타로,177,145,5,26243,(추천할인) MBTI 종결 타로: 내 평생의 인연은?,연애,타로,16500.0,4.1,367.53,6,0
42754,그 사람과 나의 재회 공식 3가지,연애,타로,173,141,1,400,다시 만날 수 있을까,연애,타로,1500.0,10.6,2.61,15,0
57769,2026년 족집게 애정운 🌸,연애,?,173,108,1,57670,2026 병오년 운세: 사랑과 인연,연애,사주,19500.0,10.2,21.6,11,0
42754,그 사람과 나의 재회 공식 3가지,연애,타로,173,141,2,2142,재회확률 높이는 법,연애,타로,1500.0,10.6,5.2,15,0
57769,2026년 족집게 애정운 🌸,연애,?,173,108,2,57439,2026년에 찾아올 두 명의 인연,연애,사주,24000.0,8.3,59.21,9,0
42754,그 사람과 나의 재회 공식 3가지,연애,타로,173,141,3,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,5.7,3.6,8,0
57769,2026년 족집게 애정운 🌸,연애,?,173,108,3,2141,그 사람의 속마음,연애,타로,1500.0,6.5,1.26,7,0
42754,그 사람과 나의 재회 공식 3가지,연애,타로,173,141,4,18270,그 사람 아직 나한테 미련 있을까?,연애,타로,10500.0,5.7,8.6,8,0
57769,2026년 족집게 애정운 🌸,연애,?,173,108,4,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,4.6,3.6,5,0
42754,그 사람과 나의 재회 공식 3가지,연애,타로,173,141,5,39091,재회 타로 : 그 사람의 첫 연락,연애,타로,13500.0,4.3,5.51,6,0
57769,2026년 족집게 애정운 🌸,연애,?,173,108,5,59089,내 운명 지도: 전국편,연애,?,19500.0,3.7,12.96,4,0
18142,"다음 연애 언제, 어디서 시작될까?",연애,타로,172,151,1,18105,다가올 인연의 외모·성격·직업은?,연애,타로,9000.0,30.5,158.0,46,0
18142,"다음 연애 언제, 어디서 시작될까?",연애,타로,172,151,2,2141,그 사람의 속마음,연애,타로,1500.0,9.9,1.93,15,0
18142,"다음 연애 언제, 어디서 시작될까?",연애,타로,172,151,3,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,7.3,4.2,11,0
18142,"다음 연애 언제, 어디서 시작될까?",연애,타로,172,151,4,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,4.0,1.85,6,0
18142,"다음 연애 언제, 어디서 시작될까?",연애,타로,172,151,5,16223,솔로 탈출 언제 가능할까?,연애,타로,9000.0,2.6,10.34,4,0
20320,(추천할인) 우리 사귈 수 있을까?: 사귈 확률 계산기,연애,타로,169,112,1,2141,그 사람의 속마음,연애,타로,1500.0,12.5,2.43,14,0
20320,(추천할인) 우리 사귈 수 있을까?: 사귈 확률 계산기,연애,타로,169,112,2,21144,(추천할인) 짝사랑 이루어질까?,연애,타로,9000.0,8.9,218.77,10,0
20320,(추천할인) 우리 사귈 수 있을까?: 사귈 확률 계산기,연애,타로,169,112,3,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,4.5,2.52,5,0
20320,(추천할인) 우리 사귈 수 있을까?: 사귈 확률 계산기,연애,타로,169,112,4,400,다시 만날 수 있을까,연애,타로,1500.0,3.6,0.88,4,0
20320,(추천할인) 우리 사귈 수 있을까?: 사귈 확률 계산기,연애,타로,169,112,5,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,2.7,1.61,3,0
57439,2026년에 찾아올 두 명의 인연,연애,사주,168,101,1,57670,2026 병오년 운세: 사랑과 인연,연애,사주,19500.0,9.9,21.0,10,0
57439,2026년에 찾아올 두 명의 인연,연애,사주,168,101,2,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,5.9,2.76,6,0
57439,2026년에 찾아올 두 명의 인연,연애,사주,168,101,3,55360,2026년 신년운세 보고서,총운,사주,37500.0,5.0,11.76,5,0
57439,2026년에 찾아올 두 명의 인연,연애,사주,168,101,4,59089,내 운명 지도: 전국편,연애,?,19500.0,5.0,17.33,5,0
57439,2026년에 찾아올 두 명의 인연,연애,사주,168,101,5,26214,그 사람도 날 좋아할까?,연애,타로,15000.0,5.0,12.01,5,0
54668,결혼 사주 즉문즉답: 시기・상대・개운・팔자,결혼,?,165,114,1,54701,[박향옥 철학관] 추가 질문 1개,결혼,?,3000.0,25.4,137.98,29,0
54668,결혼 사주 즉문즉답: 시기・상대・개운・팔자,결혼,?,165,114,2,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,5.3,4.26,6,0
54668,결혼 사주 즉문즉답: 시기・상대・개운・팔자,결혼,?,165,114,3,56254,결혼 궁합: 부부 합과 결혼 후 모습,연애,?,24000.0,4.4,103.88,5,0
54668,결혼 사주 즉문즉답: 시기・상대・개운・팔자,결혼,?,165,114,4,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,3.5,3.04,4,0
54668,결혼 사주 즉문즉답: 시기・상대・개운・팔자,결혼,?,165,114,5,2141,그 사람의 속마음,연애,타로,1500.0,3.5,0.68,4,0
536,시험 잘 볼 수 있을까,학업직업,타로,164,119,1,536,시험 잘 볼 수 있을까,학업직업,타로,1500.0,26.9,135.51,32,1
40708,"이별, 그 후… 너와 나의 속마음",연애,타로,164,141,1,26242,(추천할인) D-DAY 재회 타로: 다시 만날 수 있을까?,연애,타로,18000.0,27.0,93.87,38,0
